[	1.1000000000000001e+00	5.8942595654885088e-01	6.0687675028939936e-01	6.8987864941607369e-01	8.9970037640636125e-01	9.0759790786123129e-01	9.6784265486694609e-01	3.5736647728859045e-01	3.2910424976501240e-01	1.9489112636441322e-01	-7.9307443447277370e-01	-7.1965298879156525e-01	-7.9036844210170420e-01	2.6121562198857362e-02	4.3395535213999935e-02	-1.4248931659623472e+00	1.0468182782789209e-01	]
[	1.2000000000000000e+00	6.8105150106238710e-01	6.9916497828982982e-01	7.8751251135451672e-01	9.3150579431764047e-01	9.3702439310501473e-01	9.8365468103728548e-01	2.7908330448483287e-01	2.6056870722306319e-01	1.2409695448643153e-01	-7.7258902160238085e-01	-6.5105786204742022e-01	-6.2551499545793154e-01	3.0596894939471247e-02	4.6111119598277704e-02	-1.4113824825585821e+00	1.1515001061068127e-01	]
[	1.3000000000000000e+00	7.7546970668860382e-01	7.9406466251731311e-01	8.8640102798247300e-01	9.5559016001659280e-01	9.5994241549873027e-01	9.9320945155017937e-01	2.0299381307902553e-01	1.9895615046771328e-01	6.9724956186853662e-02	-7.4920080651376253e-01	-5.8119327305957613e-01	-4.6192497053362441e-01	3.5333540582916746e-02	4.8621793270632076e-02	-1.3978717991548169e+00	1.2561819339347047e-01	]
[	1.4000000000000001e+00	8.7191992204721458e-01	8.9095967147422739e-01	9.8600004571153166e-01	9.7218742099759170e-01	9.7704615218870450e-01	9.9812973384400849e-01	1.2939024359759760e-01	1.4425946341678389e-01	3.1254804967836072e-02	-7.2287058311479457e-01	-5.1274046795901151e-01	-3.0747805384672677e-01	4.0311008058001502e-02	5.0927556231063049e-02	-1.3843611157510516e+00	1.3608637617625965e-01	]
[	1.5000000000000000e+00	9.6966635694364001e-01	9.8930279103810248e-01	1.0859237228943377e+00	9.8156089280968295e-01	9.8901494709381821e-01	9.9994486870651045e-01	5.8567196323283874e-02	9.6181943717790944e-02	7.3183386317227320e-03	-6.9359036237148164e-01	-4.4880992602084840e-01	-1.7125127287554043e-01	4.5508806293533176e-02	5.3028408479570625e-02	-1.3708504323472865e+00	1.4655455895904879e-01	]
[	1.6000000000000001e+00	1.0680010257704156e+00	1.0886127216686683e+00	1.1859307484242025e+00	9.8400333894692626e-01	9.9648220611275395e-01	1.0000000000000000e+00	-9.1814904106882912e-03	5.4094379433530002e-02	-4.4201748149916720e-03	-6.6138337230796052e-01	-3.9294135966436944e-01	-6.3518996058747376e-02	5.0906444218319455e-02	5.4924350016154803e-02	-1.3573397489435213e+00	1.5702274174183800e-01	]
[	1.7000000000000002e+00	1.1662466832890992e+00	1.1884677505190517e+00	1.2859010168630842e+00	9.7983673856815356e-01	9.9999999999980416e-01	9.9935862003020781e-01	-7.3565861926411222e-02	1.6992125727661223e-02	-7.2250996608469236e-03	-6.2630405800649691e-01	-3.4910371445300542e-01	7.4204991416423937e-03	5.6483430761167984e-02	5.6615380840815584e-02	-1.3438290655397556e+00	1.6749092452462722e-01	]
[	1.7999999999999998e+00	1.2637597215756307e+00	1.2884956848452374e+00	1.3858035461519449e+00	9.6941174204614511e-01	9.9999999999934319e-01	9.9873545393134733e-01	-1.3430296890711066e-01	-1.6529065746495052e-02	-4.6158086012000124e-03	-5.8843808160749544e-01	-3.2132011503012231e-01	4.4765322051296054e-02	6.2219274850886401e-02	5.8101500953552952e-02	-1.3303183821359905e+00	1.7795910730741638e-01	]
[	1.8999999999999999e+00	1.3599329969120786e+00	1.3883599069493879e+00	1.4856618452370369e+00	9.5310681434622646e-01	9.9675732426768904e-01	9.9851257359968593e-01	-1.9111998910295963e-01	-4.8156134705121173e-02	3.0694114999346407e-04	-5.4790232230948244e-01	-3.1122126414239959e-01	5.3689672972573405e-02	6.8093485416282393e-02	5.9382710354366944e-02	-1.3168076987322250e+00	1.8842729009020559e-01	]
[	2.0000000000000000e+00	1.4541985554077161e+00	1.4877428224492601e+00	1.5855229389456791e+00	9.3132706623428385e-01	9.9037896276923432e-01	9.9878585064333980e-01	-2.4375734903688956e-01	-7.9477512336280323e-02	4.8999453609942113e-03	-5.0484487636911624e-01	-3.1520628848078303e-01	3.8170411247441430e-02	7.4085571386163604e-02	6.0459009043257537e-02	-1.3032970153284595e+00	1.9889547287299481e-01	]
[	2.1000000000000001e+00	1.5460302261323680e+00	1.5863302311238967e+00	1.6854308361655266e+00	9.0450277331419582e-01	9.8083255372550959e-01	9.9940472497569321e-01	-2.9197184571040496e-01	-1.1167693221514276e-01	6.8578186862399190e-03	-4.5944505710119221e-01	-3.2878210909646566e-01	9.8705525747266399e-04	8.0175041689337700e-02	6.1330397020224726e-02	-1.2897863319246941e+00	2.0936365565578396e-01	]
[	2.2000000000000002e+00	1.6349460505449780e+00	1.6837995088683941e+00	1.7854033762127024e+00	8.7308758289468680e-01	9.6798911200669924e-01	9.9999999999921507e-01	-3.3553976830939641e-01	-1.4551028167920529e-01	4.0932605703091771e-03	-4.1191339487863449e-01	-3.4788488018478375e-01	-5.6278217576087496e-02	8.6341405254612383e-02	6.1996874285268545e-02	-1.2762756485209286e+00	2.1983183843857318e-01	]
[	2.3000000000000003e+00	1.7205105170003259e+00	1.7798120130510997e+00	1.8854112644383272e+00	8.3755640868559755e-01	9.5166366758968701e-01	9.9999999999960343e-01	-3.7426001990995311e-01	-1.8134852514270622e-01	-5.3726102501586229e-03	-3.6249163713249893e-01	-3.6887998908523473e-01	-1.3303919883326829e-01	9.2564171010795240e-02	6.2458440838388897e-02	-1.2627649651171631e+00	2.3030002122136242e-01	]
[	2.3999999999999999e+00	1.8023365691168460e+00	1.8740093371000415e+00	1.9853583026460606e+00	7.9840301332357411e-01	9.3165161168466315e-01	9.9864052133359782e-01	-4.0795723918417653e-01	-2.1922062741104117e-01	-2.3387179538194115e-02	-3.1145274835197073e-01	-3.8856205628146745e-01	-2.2725218692744287e-01	9.8822847886693960e-02	6.2715096679585886e-02	-1.2492542817133980e+00	2.4076820400415155e-01	]
[	2.5000000000000000e+00	1.8800873567884853e+00	1.9660129850854424e+00	2.0850632426890257e+00	7.5613727872717584e-01	9.0776075053028560e-01	9.9499350931650143e-01	-4.3648492210599327e-01	-2.5885647699517894e-01	-5.1273392090127233e-02	-2.5910091008436437e-01	-4.0415493540128733e-01	-3.3047206411121904e-01	1.0509694481111624e-01	6.2766841808859483e-02	-1.2357435983096325e+00	2.5123638678694077e-01	]
[	2.6000000000000001e+00	1.9534776986235396e+00	2.0554270370651864e+00	2.1842468509144077e+00	7.1128216428140334e-01	8.7983906685740254e-01	9.8804192704827298e-01	-4.5972854365696808e-01	-2.9972980942607574e-01	-8.9477080661041181e-02	-2.0577152093513118e-01	-4.1331171321664817e-01	-4.3360170730705899e-01	1.1136597071286970e-01	6.2613676226209697e-02	-1.2222329149058671e+00	2.6170456956973009e-01	]
[	2.7000000000000002e+00	2.0222752245934217e+00	2.1418433759600761e+00	2.2825274271135831e+00	6.6437035285164303e-01	8.4779818902133364e-01	9.7676764440048214e-01	-4.7760867953211716e-01	-3.4110113056909175e-01	-1.3759423274628535e-01	-1.5183119656785080e-01	-4.1411470964366914e-01	-5.2874133439782400e-01	1.1760943452076202e-01	6.2255599931636478e-02	-1.2087222315021016e+00	2.7217275235251936e-01	]
[	2.8000000000000003e+00	2.0863011676742835e+00	2.2248490467257533e+00	2.3794247448687567e+00	6.1594058462703150e-01	8.1163256780270776e-01	9.6023043583748291e-01	-4.9008412784572142e-01	-3.8206063993840589e-01	-1.9449072467751283e-01	-9.7677769704233045e-02	-4.0507547774261377e-01	-6.0918850422672388e-01	1.2380684516360084e-01	6.1692612925139889e-02	-1.1952115480983359e+00	2.8264093513530864e-01	]
[	2.8999999999999999e+00	2.1454307732644562e+00	2.3040353185881259e+00	2.4743712930112309e+00	5.6653367879323879e-01	7.7143436087686224e-01	9.3763500482798046e-01	-4.9715503083713936e-01	-4.2157115401143175e-01	-2.5842205571871618e-01	-4.3740290124126203e-02	-3.8513480371790548e-01	-6.6943811659734875e-01	1.2993771157019376e-01	6.0924715206719854e-02	-1.1817008646945708e+00	2.9310911791809774e-01	]
[	3.0000000000000000e+00	2.1995932951606347e+00	2.3790080211091693e+00	2.5667296208503494e+00	5.1668824303466854e-01	7.2740402495179590e-01	9.0838603484699476e-01	-4.9886599657662029e-01	-4.5851102954323286e-01	-3.2715308216226691e-01	9.5209753345075667e-03	-3.5366270691811735e-01	-7.0518241227366518e-01	1.3598154266934859e-01	5.9951906776376490e-02	-1.1681901812908055e+00	3.0357730070088706e-01	]
[	3.1000000000000001e+00	2.2487715468757514e+00	2.4493987248499423e+00	2.6558145898321630e+00	4.6693607086608085e-01	6.7985661557468580e-01	8.7213126696822252e-01	-4.9530922067111716e-01	-4.9171708688093785e-01	-3.9807775142495072e-01	6.1614542775555559e-02	-3.1045843983598104e-01	-7.1331097298000923e-01	1.4191784738987293e-01	5.8774187634109666e-02	-1.1546794978870403e+00	3.1404548348367634e-01	]
[	3.2000000000000002e+00	2.2930009770814861e+00	2.5148763373976890e+00	2.7409193342868474e+00	4.1779722679362874e-01	6.2922379460695810e-01	8.2879260404679211e-01	-4.8662760797010013e-01	-5.2002753327815587e-01	-4.6833883614400579e-01	1.1201771124478734e-01	-2.5575048810837941e-01	-6.9191072140109189e-01	1.4772613466057435e-01	5.7391557779919437e-02	-1.1411688144832748e+00	3.2451366626646561e-01	]
[	3.3000000000000003e+00	2.3323682379583515e+00	2.5751586855238759e+00	2.8213437339239156e+00	3.6977481930531775e-01	5.7605154536792069e-01	7.7858524149241803e-01	-4.7301789427136920e-01	-5.4232488620939234e-01	-5.3494766827316009e-01	1.6017656272983008e-01	-1.9019657051635333e-01	-6.4026592118199510e-01	1.5338591341026064e-01	5.5804017213805832e-02	-1.1276581310795093e+00	3.3498184904925482e-01	]
[	3.4000000000000004e+00	2.3670092152362909e+00	2.6300236542400155e+00	2.8964242007342724e+00	3.2334946169088052e-01	5.2099359544695167e-01	7.2202482463294815e-01	-4.5473376802686805e-01	-5.5757889668446481e-01	-5.9490387317866855e-01	2.0550596216019273e-01	-1.1488363898509293e-01	-5.5885817692817030e-01	1.5887669256773940e-01	5.4011565935768814e-02	-1.1141474476757440e+00	3.4545003183204409e-01	]
[	3.5000000000000000e+00	2.3971064887087401e+00	2.6793194535181408e+00	2.9655635829581319e+00	2.7897342069107328e-01	4.6480054718424851e-01	6.5992263266831175e-01	-4.3208899204849671e-01	-5.6488947256291699e-01	-6.4531510373534906e-01	2.4738955740723650e-01	-3.1327878583948934e-02	-4.4936643420544520e-01	1.6417798106181825e-01	5.2014203945808385e-02	-1.1006367642719790e+00	3.5591821461483319e-01	]
[	3.5999999999999996e+00	2.4228861920030842e+00	2.7229735834427808e+00	3.0282599887778625e+00	2.3706445297638812e-01	4.0830471582013317e-01	5.9336878921485903e-01	-4.0546052521392445e-01	-5.6352960186843570e-01	-6.8351677442262238e-01	2.8517977928420973e-01	5.8525292473580147e-02	-3.1466697954002265e-01	1.6926928782130493e-01	4.9811931243924627e-02	-1.0871260808682139e+00	3.6638639739762235e-01	]
[	3.7000000000000002e+00	2.4446142403904618e+00	2.7610000685612959e+00	3.0841333323947757e+00	1.9799932945518656e-01	3.5240067531291769e-01	5.2370349944009864e-01	-3.7529164417240257e-01	-5.5298827610326473e-01	-7.0719179542054733e-01	3.1819784154622088e-01	1.5230122282983821e-01	-1.5883344041847400e-01	1.7413012177500703e-01	4.7404747830117389e-02	-1.0736153974644485e+00	3.7685458018041174e-01	]
[	3.7999999999999998e+00	2.4625918954178490e+00	2.7935045321994241e+00	3.1329484051489107e+00	1.6210704741125090e-01	2.9802151182532921e-01	4.5247631378783643e-01	-3.4209506505057941e-01	-5.3301341356262233e-01	-7.1449030670585756e-01	3.4573374089024411e-01	2.4719602798301499e-01	1.2863214712267689e-02	1.7873999185173228e-01	4.4792653704386794e-02	-1.0601047140606834e+00	3.8732276296320084e-01	]
[	3.9000000000000004e+00	2.4771506351453727e+00	2.8206866815089042e+00	3.1746332743408567e+00	1.2966173047075213e-01	2.4611078487948862e-01	3.8139341829369933e-01	-3.0645606515831059e-01	-5.0365478264911412e-01	-7.0414941214799986e-01	3.6704625695512760e-01	3.3997659028714816e-01	1.9395467644488565e-01	1.8307840698028835e-01	4.1975648866732738e-02	-1.0465940306569179e+00	3.9779094574599017e-01	]
[	4.0000000000000000e+00	2.4886462987717883e+00	2.8428397740140157e+00	3.2092918124146421e+00	1.0087521639864090e-01	1.9759019618045476e-01	3.1225295149106874e-01	-2.6903560469447507e-01	-4.6530692518715100e-01	-6.7561291360517139e-01	3.8136295232158313e-01	4.2698055895211440e-01	3.7677529441168045e-01	1.8712487608948267e-01	3.8953733317155348e-02	-1.0330833472531529e+00	4.0825912852877932e-01	]
[	4.0999999999999996e+00	2.4974524744310749e+00	2.8603466364239125e+00	3.2372091591607450e+00	7.5889332724452419e-02	1.5332296610831964e-01	2.4686834790739831e-01	-2.3057344845278593e-01	-4.1875207973736334e-01	-6.2915104502035801e-01	3.8788017251220186e-01	5.0411635004364586e-01	5.5246207728459296e-01	1.9085890810812314e-01	3.5726907055654566e-02	-1.0195726638493878e+00	4.1872731131156843e-01	]
[	4.2000000000000002e+00	2.5039530989430698e+00	2.8736718064775828e+00	3.2588489195982429e+00	5.4767860197533429e-02	1.1407291787886743e-01	1.8697970815093615e-01	-1.9189128752760415e-01	-3.6520310491101488e-01	-5.6598020651736791e-01	3.8576304599143058e-01	5.6686314648331759e-01	7.1095469277519907e-01	1.9426001196501747e-01	3.2295170082230318e-02	-1.0060619804456223e+00	4.2919549409435781e-01	]
[	4.2999999999999998e+00	2.5085342383011078e+00	2.8833493685883109e+00	3.2748409001951662e+00	3.7488184071687150e-02	8.0459269372791339e-02	1.3415319558784133e-01	-1.5389586101975314e-01	-3.0634640268442204e-01	-4.8838269849687405e-01	3.7414548416559251e-01	6.1027089804854140e-01	8.4099546763468624e-01	1.9730769658897307e-01	2.8658522396882734e-02	-9.9255129704185718e-01	4.3966367687714691e-01	]
[	4.4000000000000004e+00	2.5115750176795890e+00	2.8899660540544816e+00	3.2859581860860723e+00	2.3932633219235198e-02	5.2907132633465082e-02	8.9668459609692469e-02	-1.1758207774232941e-01	-2.4438484171336539e-01	-3.9982645573244535e-01	3.5213018138287866e-01	6.2896032137258662e-01	9.3012938765388020e-01	1.9998147090879778e-01	2.4816963999611700e-02	-9.7904061363809181e-01	4.5013185965993630e-01	]
[	4.5000000000000000e+00	2.5134376697444303e+00	2.8941391766035967e+00	3.2930823619459049e+00	1.3879507074500795e-02	3.1593721033278149e-02	5.4394085491399680e-02	-8.4036137926518067e-02	-1.8208068064750815e-01	-3.0508478146659035e-01	3.1878861493335081e-01	6.1712289994456282e-01	9.6470409766322673e-01	2.0226084385329918e-01	2.0770494890417303e-02	-9.6552993023432665e-01	4.6060004244272540e-01	]
[	4.6000000000000005e+00	2.5144566700493249e+00	2.8964889740363513e+00	3.2971556791791499e+00	6.9937904067083464e-03	1.6390264108524840e-02	2.8651070839505934e-02	-5.4438654927403719e-02	-1.2279849144480860e-01	-2.1035608150678869e-01	2.7316104504893302e-01	5.6852088410942236e-01	9.2986990153279592e-01	2.0412532435128505e-01	1.6519115069299459e-02	-9.5201924683056127e-01	4.7106822522551478e-01	]
[	4.6999999999999993e+00	2.5149269283007785e+00	2.8976049267376216e+00	3.2991189720833485e+00	2.8175559223034942e-03	6.7996300628554301e-03	1.2064328630890386e-02	-3.0067776929786124e-02	-7.0548082685939456e-02	-1.2338359832153444e-01	2.1425651490342498e-01	4.7648729106797361e-01	8.0957976217230998e-01	2.0555442133156293e-01	1.2062824536258357e-02	-9.3850856342679645e-01	4.8153640800830361e-01	]
[	4.7999999999999998e+00	2.5150910042748316e+00	2.8980056238212306e+00	3.2998341256459987e+00	7.6005469669043876e-04	1.8896559392828039e-03	3.4022168418630845e-03	-1.2302308653990342e-02	-3.0027422888697839e-02	-5.3575145136364272e-02	1.4105285061248837e-01	3.3392590487685408e-01	5.8658930153108602e-01	2.0652764372294052e-01	7.4016232912936988e-03	-9.2499788002303107e-01	4.9200459079109293e-01	]
[	4.9000000000000004e+00	2.5151253171684420e+00	2.8980917476753447e+00	3.2999898976338855e+00	8.7494435389127406e-05	2.2218546075013581e-04	4.0409466766041922e-04	-2.6248330616829726e-03	-6.6655638224269011e-03	-1.2122840029905244e-02	5.2496661233657878e-02	1.3331127644856178e-01	2.4245680059808933e-01	2.0702450045422549e-01	2.5355113344056580e-03	-9.1148719661926569e-01	5.0247277357388220e-01	]
[	5.0000000000000000e+00	2.5151275045293273e+00	2.8980973023118635e+00	3.3000000000005771e+00	-3.1119639968816631e-16	2.6447589335269705e-15	-3.1430308506382886e-15	-8.7954017429689464e-17	1.1834821487340428e-15	-8.2478551642206038e-16	3.8267542748343843e-18	3.2416270077149614e-16	-3.1193951681327177e-16	2.0715127602094580e-01	-2.0853201689164067e-17	-9.0473185491738317e-01	5.0770686496527695e-01	]
